ENCODED_MCT,MCT_BSE_AR,MCT_NM,MCT_BRD_NUM,MCT_SIGUNGU_NM,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,ARE_D,MCT_ME_D
0C579C8DE3,서울특별시 성동구 아차산로7길 28,그린****,,서울 성동구,한식뷔페,성수,20170518,
882533C9E4,서울특별시 성동구 아차산로7길 29,서울**,,서울 성동구,백반/가정식,성수,20221004,
C948BD5C50,서울특별시 성동구 아차산로7길 29,김뚜**********,,서울 성동구,한식-찌개/전골,성수,20221012,
0BD77C00B4,서울특별시 성동구 아차산로7길 36,코쿤****,,서울 성동구,식료품,성수,20230621,
78B4B81E3F,서울특별시 성동구 아차산로7길 36,이키*****,,서울 성동구,일식당,성수,20200828,
3A0FA79FF3,서울특별시 성동구 아차산로7길 36,아카**,,서울 성동구,이자카야,성수,20220816,
CC1114DFB5,서울특별시 성동구 아차산로7길 36,정든*,,서울 성동구,백반/가정식,성수,20181214,
7D81241546,서울특별시 성동구 아차산로7길 36,돼지*****,,서울 성동구,한식-육류/고기,성수,20240319,
E9BFE7C269,서울특별시 성동구 아차산로7길 36,더양*********,,서울 성동구,한식-국밥/설렁탕,성수,20240103,
4D639B5299,서울특별시 성동구 아차산로7길 41,레드***,,서울 성동구,양식,성수,20220705,
AAC0448147,서울특별시 성동구 아차산로7길 41,호담****,,서울 성동구,한식-국밥/설렁탕,성수,20240802,
F8BB3FFD0D,서울특별시 성동구 아차산로7길 43,슈퍼**,,서울 성동구,한식-육류/고기,성수,20210719,
DC1615940E,서울특별시 성동구 연무장1길 15-1,르베**,,서울 성동구,한식-단품요리일반,성수,20210727,
798CF98A22,서울특별시 성동구 연무장3길 9-14,이와**,,서울 성동구,요리주점,성수,20230424,
E8D1233979,서울특별시 성동구 연무장3길 9-14,해*,,서울 성동구,백반/가정식,성수,20241119,
D83C7B324D,서울특별시 성동구 연무장5가길 20,까사*********,,서울 성동구,양식,성수,20170905,
1CFE4CFBFB,서울특별시 성동구 연무장5가길 20,성수**,,서울 성동구,양식,성수,20210831,
0328418F66,서울특별시 성동구 연무장5가길 24,솔솥****,,서울 성동구,백반/가정식,성수,20211208,
2CFE1C6776,서울특별시 성동구 연무장5가길 25,루루******,,서울 성동구,와인바,성수,20230523,
88D02E190E,서울특별시 성동구 연무장5가길 25,멘야*******,,서울 성동구,일식당,성수,20201020,
231E0650F8,서울특별시 성동구 연무장5가길 25,하오**,,서울 성동구,중식당,성수,20191017,
F0082429E9,서울특별시 성동구 연무장5가길 25,투썸***************,커피전문점13,서울 성동구,커피전문점,성수,20180913,
CC6E68F51E,서울특별시 성동구 연무장5가길 25,효자**********,,서울 성동구,한식-육류/고기,성수,20220628,
F34A09F515,서울특별시 성동구 연무장5가길 25,마시***********,,서울 성동구,한식-찌개/전골,성수,20241031,
B1AD8ED803,서울특별시 성동구 연무장5가길 25,성수****,,서울 성동구,한식-해물/생선,성수,20231207,
20EF59F929,서울특별시 성동구 연무장5가길 25,신선*******,,서울 성동구,한식-단품요리일반,성수,20220324,
FD52FCDA1B,서울특별시 성동구 연무장5가길 25,리파*****,,서울 성동구,한식-단품요리일반,성수,20230419,
7FB3EF9274,서울특별시 성동구 연무장5가길 26,탐*,,서울 성동구,일식당,성수,20200409,
1F514EF208,서울특별시 성동구 연무장5가길 26,탄스****,,서울 성동구,일식당,성수,20220519,
4074003379,서울특별시 성동구 연무장5가길 32,베커*****,,서울 성동구,베이커리,성수,20240523,
01744C5370,서울특별시 성동구 연무장5길 9-16,성수*****,,서울 성동구,한식-단품요리일반,성수,20220111,
CA54464181,서울특별시 성동구 연무장9길 10-1,케익*****,,서울 성동구,카페,성수,20240603,
AE0203735E,서울특별시 성동구 연무장길 109-1,한돈*****,,서울 성동구,한식-육류/고기,,20211129,
B6CBC8DA9A,서울특별시 성동구 연무장길 37-17,오우*,,서울 성동구,이자카야,성수,20240513,
DC3C4F794B,서울특별시 성동구 연무장길 37-18,리호********,,서울 성동구,와인바,성수,20230403,
607010FDDB,서울특별시 성동구 연무장길 37-22,샤베*,,서울 성동구,이자카야,성수,20240220,
C83AA6A77D,서울특별시 성동구 연무장길 39-13,성수***,,서울 성동구,요리주점,성수,20230920,
53F2CA13C6,서울특별시 성동구 연무장길 39-13,목*,,서울 성동구,이자카야,성수,20231123,
32B3B5A4E4,서울특별시 성동구 연무장길 39-15,소바******,,서울 성동구,일식-우동/소바/라면,성수,20230809,
71C2A58868,서울특별시 성동구 연무장길 39-21,요이****,,서울 성동구,일식당,성수,20241206,
6C347DBCB1,서울특별시 성동구 연무장길 39-29,레이********,,서울 성동구,카페,성수,20191128,
C5DBF39698,서울특별시 성동구 연무장길 41-19,아가*******,,서울 성동구,아이스크림/빙수,성수,20230417,
C3EB37225E,서울특별시 성동구 연무장길 41-19,37***********,,서울 성동구,한식-단품요리일반,성수,20230512,
11C88CAEC4,서울특별시 성동구 연무장길 41-22,굿갓**********,,서울 성동구,양식,성수,20200227,
36BADF35EC,서울특별시 성동구 연무장길 41-22,텐*,,서울 성동구,일식당,성수,20211209,
8DD2137D28,서울특별시 성동구 연무장길 41-22,청주**,,서울 성동구,요리주점,성수,20200407,20250814
BCC0F33208,서울특별시 성동구 연무장길 41-26,금*,,서울 성동구,백반/가정식,성수,20230504,
D612EC720C,서울특별시 성동구 연무장길 41-26,성수**,,서울 성동구,한식-해물/생선,성수,20191218,
42F4442B86,서울특별시 성동구 연무장길 41-26,포유***,,서울 성동구,동남아/인도음식,성수,20240216,
5D0C1CAA5E,서울특별시 성동구 왕십리광장로 6,라밥******,,서울 성동구,분식,왕십리,20200925,
3DE56E2069,서울특별시 성동구 왕십리광장로 6,방배********,,서울 성동구,분식,왕십리,20240503,
D47A773B8E,서울특별시 성동구 왕십리광장로 6,스시****,,서울 성동구,일식당,왕십리,20200428,
5654DA6B2C,서울특별시 성동구 왕십리로 108-1,써브*******,샌드위치/토스트2,서울 성동구,샌드위치/토스트,뚝섬,20170908,
26ACE594E8,서울특별시 성동구 왕십리로 215-2,플랏*********,,서울 성동구,카페,한양대,20211130,
87D1FC164F,서울특별시 성동구 왕십리로 217-1,피자**********,피자8,서울 성동구,피자,한양대,20170315,
4EF5BD22BD,서울특별시 성동구 왕십리로 219-1,제이*****,,서울 성동구,양식,한양대,20240202,
26DE9DB5A2,서울특별시 성동구 왕십리로 221-5,묵사*,,서울 성동구,한식-단품요리일반,한양대,20200602,
79D27C8940,서울특별시 성동구 왕십리로 273-1,세나*****,,서울 성동구,백반/가정식,,20240726,
D267FDAB6F,서울특별시 성동구 왕십리로 273-1,배달****,동남아/인도음식3,서울 성동구,동남아/인도음식,,20200306,
97BB136954,서울특별시 성동구 왕십리로 291-2,고기****,,서울 성동구,한식-육류/고기,왕십리,20200630,20240426
43397BFE31,서울특별시 성동구 왕십리로 291-2,고기****,,서울 성동구,한식-육류/고기,왕십리,20240426,
677DAF15F8,서울특별시 성동구 왕십리로 294-2,에프******,,서울 성동구,햄버거,왕십리,20210924,
D573756B9C,서울특별시 성동구 왕십리로 311-1,프란****,,서울 성동구,요리주점,왕십리,20180417,
D85CD85462,서울특별시 성동구 왕십리로 311-1,낭만*********,,서울 성동구,한식뷔페,왕십리,20221124,
BA7F9E4F9A,서울특별시 성동구 왕십리로 311-1,돈카**********,,서울 성동구,일식-덮밥/돈가스,왕십리,20200508,
CAD1383581,서울특별시 성동구 왕십리로 330-6,사파*,,서울 성동구,룸살롱/단란주점,왕십리,20231220,
36A38785F3,서울특별시 성동구 왕십리로 381-1,동글**,,서울 성동구,분식,,20200709,
40057A0E5A,서울특별시 성동구 왕십리로 66-10,벨라***,,서울 성동구,양식,,20220126,
8BD25C78F3,서울특별시 성동구 왕십리로 66-26,한냄*,,서울 성동구,일식당,,20191217,
EC4C74B567,서울특별시 성동구 왕십리로 66-26,혁신***********,,서울 성동구,한식-해물/생선,,20190711,
6186386DED,서울특별시 성동구 왕십리로 66-29,역삼***,,서울 성동구,한식-국수/만두,,20200820,
21B52E1F0F,서울특별시 성동구 왕십리로 66-33,단일**,,서울 성동구,카페,,20200615,
65D60A05BA,서울특별시 성동구 왕십리로 83-21,온리******,,서울 성동구,카페,뚝섬,20240321,
4A347AF852,서울특별시 성동구 왕십리로10길 6,라이****,,서울 성동구,베이커리,뚝섬,20240605,
9287BD85F2,서울특별시 성동구 왕십리로10길 6,역전**************,호프/맥주5,서울 성동구,호프/맥주,뚝섬,20231110,
623E90D289,서울특별시 성동구 왕십리로10길 6,커피**************,,서울 성동구,커피전문점,뚝섬,20241010,
0BFA50A379,서울특별시 성동구 왕십리로10길 8,성수*********,,서울 성동구,포장마차,뚝섬,20241018,
692F6314A6,서울특별시 성동구 왕십리로14길 8,스시***,,서울 성동구,일식당,뚝섬,20180504,
33E3AC210C,서울특별시 성동구 왕십리로20길 8,크라********,요리주점2,서울 성동구,요리주점,왕십리,20240827,
5CAFB11F16,서울특별시 성동구 왕십리로20길 8,슈엔*,,서울 성동구,일반 유흥주점,왕십리,20181015,
E63D672DD1,서울특별시 성동구 왕십리로20길 8,오렌*,,서울 성동구,일반 유흥주점,왕십리,20221110,
7656BE5765,서울특별시 성동구 왕십리로20길 8,왕십****,,서울 성동구,한식-육류/고기,왕십리,20190918,
FDFE021BDE,서울특별시 성동구 왕십리로22길 3,땡*,,서울 성동구,일반 유흥주점,왕십리,20211005,
F05B47B74E,서울특별시 성동구 왕십리로22길 6,스시***,,서울 성동구,일식당,왕십리,20211210,
3E82760740,서울특별시 성동구 왕십리로22길 6,감성**,,서울 성동구,호프/맥주,왕십리,20200824,
D23184A6DD,서울특별시 성동구 왕십리로22길 8,인*,,서울 성동구,한식-육류/고기,왕십리,20240625,
BB958EC353,서울특별시 성동구 왕십리로24길 3,육*,,서울 성동구,한식-육류/고기,왕십리,20230328,
26DA5D7B15,서울특별시 성동구 왕십리로24길 3,안동*,,서울 성동구,룸살롱/단란주점,왕십리,20191002,
D7FE7C347D,서울특별시 성동구 왕십리로24길 5,강금****,,서울 성동구,한식-해물/생선,왕십리,20210804,
AD98FC8B76,서울특별시 성동구 왕십리로24길 5,테*,,서울 성동구,룸살롱/단란주점,왕십리,20200403,
D6745235EA,서울특별시 성동구 왕십리로24길 7,왕도*,,서울 성동구,요리주점,왕십리,20230919,
91BC1C6D21,서울특별시 성동구 왕십리로24길 8,페라*,,서울 성동구,일반 유흥주점,왕십리,20240603,
E68971A4E9,서울특별시 성동구 왕십리로24길 9,토메*****,,서울 성동구,일식당,왕십리,20240223,
8BD86B08D1,서울특별시 성동구 왕십리로26길 8,오뚜***,,서울 성동구,백반/가정식,왕십리,20171011,
097459D735,서울특별시 성동구 왕십리로28길 8,대원****,,서울 성동구,한식-육류/고기,왕십리,20240321,
2E4CDEA048,서울특별시 성동구 왕십리로2길 30,라플***********,,서울 성동구,카페,뚝섬,20231102,
9149125725,서울특별시 성동구 왕십리로2길 34,목*,,서울 성동구,양식,성수,20200313,
BBE9114104,서울특별시 성동구 왕십리로2길 34,희*,,서울 성동구,양식,성수,20210607,
19DDC941DD,서울특별시 성동구 왕십리로30길 1,나능******,한식-육류/고기4,서울 성동구,한식-육류/고기,,20231122,
360AF1A8EC,서울특별시 성동구 왕십리로30길 4,국수**,,서울 성동구,한식-국수/만두,왕십리,20200623,
3F6CA06921,서울특별시 성동구 왕십리로31길 4,술래**,,서울 성동구,한식-단품요리일반,,20180523,
D78D9659F1,서울특별시 성동구 왕십리로31길 6,메이***,,서울 성동구,카페,,20230208,
9971417E96,서울특별시 성동구 왕십리로31길 8,오루********,,서울 성동구,카페,,20220826,
E36F634F38,서울특별시 성동구 왕십리로33길 3,상왕**,,서울 성동구,한식-육류/고기,,20230227,
730914BE0E,서울특별시 성동구 왕십리로33길 8,상왕**,,서울 성동구,카페,,20211231,
755DCC736B,서울특별시 성동구 왕십리로4길 13,술래***,,서울 성동구,한식-감자탕,뚝섬,20190905,
2996AB4D5A,서울특별시 성동구 왕십리로4길 16,야몽**,,서울 성동구,양식,뚝섬,20240919,
025B95F178,서울특별시 성동구 왕십리로4길 16,짬뽕**,,서울 성동구,중식당,뚝섬,20170816,
7149E85111,서울특별시 성동구 왕십리로4길 19,맛닭*,치킨18,서울 성동구,치킨,뚝섬,20210427,
7C472E221F,서울특별시 성동구 왕십리로4길 24,오와***,,서울 성동구,요리주점,뚝섬,20241104,
092717B584,서울특별시 성동구 왕십리로4길 26,나나**,,서울 성동구,한식-해물/생선,뚝섬,20200723,
2D956479FE,서울특별시 성동구 왕십리로5길 10,서울********,,서울 성동구,치킨,뚝섬,20190419,
5712EA8578,서울특별시 성동구 왕십리로5길 11,배치*********,,서울 성동구,일반 유흥주점,뚝섬,20221230,
C04EA4122D,서울특별시 성동구 왕십리로5길 12,홍성*,,서울 성동구,백반/가정식,뚝섬,20240509,
ECCBAE7ACB,서울특별시 성동구 왕십리로5길 19,앳 **,,서울 성동구,카페,뚝섬,20230120,
FF329A450D,서울특별시 성동구 왕십리로5길 19,에빠******,,서울 성동구,한식-단품요리일반,뚝섬,20230210,
4774C089CA,서울특별시 성동구 왕십리로6길 16,이*,,서울 성동구,백반/가정식,뚝섬,20230630,
FB93D1F30E,서울특별시 성동구 왕십리로8길 10,고*,,서울 성동구,한식-육류/고기,뚝섬,20180503,
A864979D3D,서울특별시 성동구 왕십리로8길 21,까까**,,서울 성동구,양식,뚝섬,20201125,
A0ECC5DBE5,서울특별시 성동구 왕십리로8길 21,바타********,,서울 성동구,샌드위치/토스트,뚝섬,20240108,
268A868E38,서울특별시 성동구 왕십리로8길 24,이곳**********,,서울 성동구,카페,뚝섬,20211224,
AA00E76A54,서울특별시 성동구 용답19길 1,블레****,,서울 성동구,베이커리,,20220916,
A5D4128C49,서울특별시 성동구 용답중앙11길 2,소*,,서울 성동구,한식-단품요리일반,답십리,20190108,
CDD05905F4,서울특별시 성동구 용답중앙11길 8,코뚜***,,서울 성동구,축산물,답십리,20230411,
82B3D8ED9E,서울특별시 성동구 용답중앙13길 1,송화**,,서울 성동구,호프/맥주,답십리,20170524,
3AD2A5FE6A,서울특별시 성동구 용답중앙13길 1,써니******,,서울 성동구,백반/가정식,답십리,20191021,
3D85779307,서울특별시 성동구 용답중앙13길 3,안가****,,서울 성동구,한식-육류/고기,답십리,20161226,
96A6277F2E,서울특별시 성동구 용답중앙13길 7,사계*****,,서울 성동구,한식-냉면,답십리,20221103,
0041E4E5AE,서울특별시 성동구 용답중앙15길 1,엄마****,,서울 성동구,한식-찌개/전골,답십리,20180115,
47C8C40086,서울특별시 성동구 용답중앙15길 2,그릴******************,,서울 성동구,양식,답십리,20240610,
162D2613BC,서울특별시 성동구 용답중앙15길 2,도네*,한식-육류/고기6,서울 성동구,한식-육류/고기,답십리,20190401,
EE056F4A46,서울특별시 성동구 용답중앙15길 2,진고***********,,서울 성동구,한식-해물/생선,답십리,20221122,
20AFB06A43,서울특별시 성동구 용답중앙15길 2,땅스***********,,서울 성동구,한식-단품요리일반,답십리,20220602,
2FE9A7B0B7,서울특별시 성동구 용답중앙15길 2,족팔*,,서울 성동구,한식-단품요리일반,답십리,20230103,
6B3AA25B77,서울특별시 성동구 용답중앙15길 3,한국**,,서울 성동구,치킨,답십리,20200612,
433F5BCED5,서울특별시 성동구 용답중앙15길 3,용답**,,서울 성동구,식료품,답십리,20230915,
81789768D6,서울특별시 성동구 용답중앙15길 3,하오*******,,서울 성동구,중식당,답십리,20211220,
45AFE0281E,서울특별시 성동구 용답중앙15길 3,죠스********,,서울 성동구,아이스크림/빙수,답십리,20191108,
6A8CEC476E,서울특별시 성동구 용답중앙15길 6,싱싱*****,한식-해물/생선5,서울 성동구,한식-해물/생선,답십리,20170913,
F290935883,서울특별시 성동구 용답중앙15길 8,이디*********,커피전문점6,서울 성동구,커피전문점,답십리,20241216,
C432317FC6,서울특별시 성동구 용답중앙21길 1,자연**,,서울 성동구,한식-해물/생선,답십리,20200730,
439035A9EB,서울특별시 성동구 용답중앙21길 1,미순**,,서울 성동구,한식-단품요리일반,답십리,20220112,
9B97EB469A,서울특별시 성동구 용답중앙21길 2,통영*****,,서울 성동구,분식,답십리,20240926,
4E34EC1776,서울특별시 성동구 용답중앙23길 1,서울**,,서울 성동구,떡/한과 제조,답십리,20190412,
5FAF6E0F7F,서울특별시 성동구 용답중앙23길 1,주당*****,,서울 성동구,한식-단품요리일반,답십리,20210315,
D4B36C76C4,서울특별시 성동구 용답중앙25길 2,온*,,서울 성동구,카페,답십리,20241015,
C980A72248,서울특별시 성동구 용답중앙25길 2,숭아**,,서울 성동구,농산물,답십리,20240902,
D0E89E2812,서울특별시 성동구 용답중앙27길 3,원아*********,,서울 성동구,아이스크림/빙수,답십리,20231005,
650886D9B9,서울특별시 성동구 용답중앙27길 7,인바**,,서울 성동구,테이크아웃커피,답십리,20240528,
2EAE67C0B4,서울특별시 성동구 천호대로 380-7,바나********,카페5,서울 성동구,카페,장한평자동차,20231110,
1CA14FB122,서울특별시 성동구 한림말1길 15-2,정동*,,서울 성동구,한식-해물/생선,옥수,20200327,
712C4A96BB,서울특별시 성동구 한림말3길 21-1,만수**********,,서울 성동구,백반/가정식,옥수,20200511,
82951B7A54,서울특별시 성동구 한림말3길 27-1,스탠*********************,,서울 성동구,양식,옥수,20180323,
82383253D7,서울특별시 성동구 한림말3길 27-1,옥수***********,,서울 성동구,피자,옥수,20240620,
E6D2D191A3,서울특별시 성동구 한림말5길 15-1,옥수***,,서울 성동구,축산물,옥수,20180129,
A7C2991F57,서울특별시 성동구 행당로1길 14-1,뜨돈*****,,서울 성동구,일식-덮밥/돈가스,,20240202,
F2B2CFC24F,서울특별시 성동구 행당로8길 41-2,샐러*****,,서울 성동구,샌드위치/토스트,,20230811,20250806
DA38CBD132,서울특별시 성동구 고산자로12길 15,너디******,,서울 성동구,카페,왕십리,20210423,
8DF11B2C5A,서울특별시 성동구 고산자로14길 26,곤스******,,서울 성동구,양식,왕십리,20220714,
AAA62C4412,서울특별시 성동구 고산자로14길 26,손 ****,,서울 성동구,햄버거,왕십리,20211012,
5BAB073DB1,서울특별시 성동구 고산자로14길 26,주 ***,,서울 성동구,백반/가정식,왕십리,20210929,
052FDFE33E,서울특별시 성동구 고산자로14길 26,샐러***,,서울 성동구,샌드위치/토스트,왕십리,20210910,
DC2433C636,서울특별시 성동구 고산자로24길 11,유현**,,서울 성동구,축산물,마장동,20191002,
5ED6A6D25C,서울특별시 성동구 고산자로24길 11,미트************,,서울 성동구,축산물,마장동,20220627,
BD97D048D7,서울특별시 성동구 고산자로24길 12,소오**,,서울 성동구,축산물,마장동,20240911,
6744E203FD,서울특별시 성동구 고산자로24길 15,양지**,,서울 성동구,축산물,마장동,20191104,
1109D8FCC5,서울특별시 성동구 고산자로24길 15,양지**,,서울 성동구,축산물,마장동,20240221,
2A28E1D01A,서울특별시 성동구 고산자로24길 15,생생**,,서울 성동구,한식-육류/고기,마장동,20170801,
B8A531489A,서울특별시 성동구 고산자로24길 16,풍원****,,서울 성동구,축산물,마장동,20240701,
186E12F013,서울특별시 성동구 고산자로24길 17,남양**,,서울 성동구,축산물,마장동,20180508,
A75CE5A018,서울특별시 성동구 고산자로24길 18,팔팔**,,서울 성동구,축산물,마장동,20201104,
9476AD97B9,서울특별시 성동구 고산자로24길 18,동백******,,서울 성동구,축산물,마장동,20211103,
40C78A09A2,서울특별시 성동구 고산자로24길 18,형제**,,서울 성동구,축산물,마장동,20221207,
D488494DEF,서울특별시 성동구 고산자로26길 12,경원**,,서울 성동구,축산물,마장동,20181001,20240402
F4013DE365,서울특별시 성동구 고산자로2길 4-1,심재**,,서울 성동구,카페,,20210719,
801E357409,서울특별시 성동구 광나루로 142-46,잎새**,,서울 성동구,식료품,뚝섬,20200226,
94B04233D8,서울특별시 성동구 광나루로 303-13,군산**,,서울 성동구,한식-해물/생선,,20181008,
D8D358541B,서울특별시 성동구 광나루로11길 12,해*,,서울 성동구,한식-국밥/설렁탕,,20231215,
CD0C6BA93A,서울특별시 성동구 광나루로11길 14,위아***,,서울 성동구,양식,,20240502,
EB785F92A9,서울특별시 성동구 광나루로11길 15,우리***,,서울 성동구,청과물,,20190823,
F810BEFDDE,서울특별시 성동구 광나루로11길 20,뛰뚜**,,서울 성동구,양식,,20230705,
19BD32B8E8,서울특별시 성동구 광나루로11길 23,베이****,,서울 성동구,베이커리,,20220524,
5393B95278,서울특별시 성동구 광나루로11길 26,키노****,,서울 성동구,한식-단품요리일반,,20231117,
9D398728FE,서울특별시 성동구 광나루로11길 30,텍사***********,,서울 성동구,한식-단품요리일반,,20241119,
856F0FE484,서울특별시 성동구 광나루로11길 32,송정****,,서울 성동구,한식-국수/만두,,20170403,
F3C9F5931D,서울특별시 성동구 광나루로11길 41,연이*,,서울 성동구,한식-단품요리일반,,20181010,
8CA0382A69,서울특별시 성동구 광나루로11길 45,카페****,,서울 성동구,카페,,20240802,
F02766AB0A,서울특별시 성동구 광나루로11길 47,참참**,치킨29,서울 성동구,치킨,,20230803,
56D6494E4A,서울특별시 성동구 광나루로11길 50,토마*********,,서울 성동구,피자,,20210407,20250704
0B575BF47C,서울특별시 성동구 광나루로11길 50,삼삼***,,서울 성동구,한식-육류/고기,,20171109,
2831DB3C04,서울특별시 성동구 광나루로11길 52,원아*********,,서울 성동구,아이스크림/빙수,,20231005,
0B209E8E8B,서울특별시 성동구 광나루로11길 54,미쳐****,치킨22,서울 성동구,치킨,,20180207,
80839BC327,서울특별시 성동구 광나루로4가길 5,윕W****,,서울 성동구,와인바,성수,20200917,
019E31E4C6,서울특별시 성동구 광나루로4길 4-1,엔엠*,,서울 성동구,양식,성수,20220325,
DDB19C2E90,서울특별시 성동구 독서당로 296-11,소버***,,서울 성동구,요리주점,금남시장,20231102,
9656D883D6,서울특별시 성동구 독서당로 296-11,소설*,,서울 성동구,한식-육류/고기,금남시장,20191212,
DFE96F9825,서울특별시 성동구 독서당로 297-12,제일**,,서울 성동구,식품 제조,금남시장,20200420,
97583174C1,서울특별시 성동구 독서당로 297-20,사랑******,,서울 성동구,포장마차,금남시장,20210930,
CC2F434D9D,서울특별시 성동구 독서당로 301-61,양씨*,,서울 성동구,농산물,금남시장,20201027,
6B92298A76,서울특별시 성동구 독서당로 303-10,두찜*****,한식-육류/고기7,서울 성동구,한식-육류/고기,금남시장,20190731,
CB2533B6A3,서울특별시 성동구 독서당로 303-12,아구***********,,서울 성동구,한식-해물/생선,금남시장,20240507,
8710E5DDEE,서울특별시 성동구 독서당로 303-19,목포***,,서울 성동구,포장마차,금남시장,20220706,
2485494277,서울특별시 성동구 독서당로 315-13,센서*********************************,,서울 성동구,카페,금남시장,20201222,
F64AF24030,서울특별시 성동구 독서당로39길 39,89**,,서울 성동구,한식-해물/생선,옥수,20200507,
FD0DB1E115,서울특별시 성동구 독서당로39길 42,와이****,,서울 성동구,양식,옥수,20230404,
93BD9DB8F1,서울특별시 성동구 독서당로39길 48,페리**,치킨37,서울 성동구,치킨,옥수,20170927,
F05842A4EB,서울특별시 성동구 독서당로39길 48,옥수************************,,서울 성동구,카페,옥수,20240826,
4206032C42,서울특별시 성동구 독서당로39길 48,미스********,,서울 성동구,한식-해물/생선,옥수,20240208,
EA46925A64,서울특별시 성동구 독서당로40길 11,반백*************,,서울 성동구,백반/가정식,옥수,20230320,
46B8E61C45,서울특별시 성동구 독서당로40길 25,스윗*****,,서울 성동구,식품 제조,옥수,20190412,
F05E581558,서울특별시 성동구 독서당로40길 29,일품***,,서울 성동구,한식-육류/고기,옥수,20161121,
1D9B20B1B9,서울특별시 성동구 독서당로40길 37,투썸*********,커피전문점13,서울 성동구,커피전문점,옥수,20170607,
ACD79FDC67,서울특별시 성동구 독서당로40길 37,한촌********,한식-국밥/설렁탕14,서울 성동구,한식-국밥/설렁탕,옥수,20181101,
086AA2377D,서울특별시 성동구 독서당로40길 39,갑부***,,서울 성동구,분식,옥수,20240523,
79F7BABD3E,서울특별시 성동구 독서당로40길 39,하이**,카페15,서울 성동구,카페,옥수,20160621,
DE4BA13DEE,서울특별시 성동구 독서당로40길 39,와인*,,서울 성동구,와인바,옥수,20240621,
B3628DE20B,서울특별시 성동구 독서당로40길 39,와인***,,서울 성동구,와인샵,옥수,20221221,
86167864F2,서울특별시 성동구 독서당로40길 39,백소*****,,서울 성동구,일식당,옥수,20240307,
A60B207360,서울특별시 성동구 독서당로40길 39,옥수*******,,서울 성동구,한식-국수/만두,옥수,20230310,
BCCC2086A0,서울특별시 성동구 독서당로40길 39,등촌*********,한식-국수/만두4,서울 성동구,한식-국수/만두,옥수,20230619,
B1B6F5EE0C,서울특별시 성동구 독서당로51길 15,멘야*,,서울 성동구,일식당,,20201112,
E7299FA225,서울특별시 성동구 독서당로51길 29,파르*****,,서울 성동구,양식,,20221111,
7C36D7F09A,서울특별시 성동구 독서당로51길 34,수미*,,서울 성동구,떡/한과,,20200928,
08D893CAA8,서울특별시 성동구 독서당로57길 48,응봉**,,서울 성동구,카페,,20210413,
777CA00C62,서울특별시 성동구 뚝섬로13길 32-1,키치**,,서울 성동구,일식-덮밥/돈가스,성수,20240306,
B437763A97,서울특별시 성동구 뚝섬로15길 29-1,브루********,,서울 성동구,카페,,20240612,
869B2C170B,서울특별시 성동구 뚝섬로15길 29-1,바 ***,,서울 성동구,일반 유흥주점,,20240923,
58FE1BFE3D,서울특별시 성동구 뚝섬로17가길 48,지티******,,서울 성동구,햄버거,,20230227,
97D87E3C1B,서울특별시 성동구 뚝섬로17가길 48,프로******************,,서울 성동구,백반/가정식,,20221020,
5E93D0267B,서울특별시 성동구 마장로26길 16-1,영희***,,서울 성동구,양식,왕십리,20240201,
7E8F21B9A8,서울특별시 성동구 마장로26길 16-1,수상**********,,서울 성동구,한식-육류/고기,왕십리,20240614,
B33DBE6CAA,서울특별시 성동구 마장로26길 16-1,원조*****,,서울 성동구,한식-찌개/전골,왕십리,20170619,
216590EA3B,서울특별시 성동구 마장로27가길 28,빙고**,,서울 성동구,백반/가정식,왕십리,20170914,
975CAF71FE,서울특별시 성동구 마장로35길 48-9,용궁**,,서울 성동구,축산물,마장동,20170518,
DFCD699E8D,서울특별시 성동구 마장로35나길 39,해솔**,,서울 성동구,축산물,,20211027,
256B5CE947,서울특별시 성동구 마장로35나길 40,또와**,,서울 성동구,분식,,20190211,
B602E6FF55,서울특별시 성동구 마장로35나길 40,트리***,,서울 성동구,인삼제품,,20180620,
FF8A45E182,서울특별시 성동구 마장로35나길 40,뼈마*******,,서울 성동구,한식-감자탕,,20230605,
CE4E66121E,서울특별시 성동구 마장로35다길 10,혜인**,,서울 성동구,축산물,마장동,20240126,
16FF61FF49,서울특별시 성동구 마장로35다길 12,영주**,,서울 성동구,축산물,마장동,20230106,
5507C4D8DB,서울특별시 성동구 마장로35다길 16,착한**,,서울 성동구,축산물,마장동,20190819,
3521453C6F,서울특별시 성동구 마장로35다길 16,오성**,,서울 성동구,축산물,마장동,20230425,
BCEE2D09FD,서울특별시 성동구 마장로35다길 18,영동**,,서울 성동구,축산물,마장동,20211007,
14AAED5A5C,서울특별시 성동구 마장로35다길 18,마장****,,서울 성동구,축산물,마장동,20231228,
0624A8697D,서울특별시 성동구 마장로35라길 16,지선**,,서울 성동구,축산물,마장동,20180206,
BC1CC776B0,서울특별시 성동구 마장로35라길 16,웅이***,,서울 성동구,축산물,마장동,20240221,
FD83D6880D,서울특별시 성동구 마장로35라길 17,중앙***,,서울 성동구,축산물,마장동,20230404,
E5D4A2B7C3,서울특별시 성동구 마장로37길 35-1,정일**,,서울 성동구,축산물,마장동,20220214,
B7BCECAB53,서울특별시 성동구 마장로37길 35-1,임가*******,,서울 성동구,한식-육류/고기,마장동,20240912,
